LoanId,OrderId,PortfolioId,NoteId,PortfolioName,Invested,InterestRate,Grade,LoanType,Term,PrincipalRemaining,Trend,NoteType,Accrual,PaymentsReceivedToDate,NextPaymentDate,Status,Note Issue Date,OrderDate,LoanStatusDate,Pending Principal Payment,Pending Interest,Purchased,installment,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,total_il_high_credit_limit,num_rev_accts,mths_since_recent_bc_dlq,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt,Loan Issue Date,1st Month Payment,application_type,annual_inc_joint,dti_joint,verification_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,PURCHASE_PRINCIPAL,PURCHASE_INTEREST,PRINCIPAL_RECEIVED,INTEREST_RECEIVED,LATE_FEES_RECEIVED,ORIGINAL_ASSET_AMOUNT,ORIGINAL_CONTRACTUAL_DUE_D,NEW_DUE_D,COUNT_PAY_DAY,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,HARDSHIP_FLAG,HARDSHIP_TYPE,HARDSHIP_REASON,HARDSHIP_STATUS,DEFERRAL_TERM,HARDSHIP_AMOUNT,HARDSHIP_START_DATE,HARDSHIP_END_DATE,PAYMENT_PLAN_START_DATE,HARDSHIP_LENGTH,HARDSHIP_DPD,HARDSHIP_LOAN_STATUS,ORIG_PROJECTED_ADDITIONAL_ACCRUED_INTEREST,HARDSHIP_PAYOFF_BALANCE_AMOUNT,HARDSHIP_LAST_PAYMENT_AMOUNT,DISBURSEMENT_METHOD,DEBT_SETTLEMENT_FLAG,DEBT_SETTLEMENT_FLAG_DATE,SETTLEMENT_STATUS,SETTLEMENT_DATE,SETTLEMENT_AMOUNT,SETTLEMENT_PERCENTAGE,SETTLEMENT_TERM
88777954,127709459,167112084,138178966,FullyPaid1,25,9.49%,B2,Personal,36,0,UP,1,0,27.03299736,10/10/2017,Fully Paid,9/27/2016,9/22/2016,10/4/2017,0,0,0,640.57,AGPA,10+ years,MORTGAGE,65000,Verified,9/10/2016,10/22/2016,9/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88777954,,debt_consolidation,Debt consolidation,933xx,CA,0,1,10474,71.4,67.4,24.72,0,0,8/5/1992,705,709,0,,,,,21,6,13,0,48318,27263,60.60%,32100,25,f,0,0,21626.39789,21626.4,20000,1626.4,0,0,0,9/14/2017,14663.06,,9/15/2017,779,775,41135,11,,0,0,0,0,0,,13,0,21,253663,201174,15475,7,7,7,100,0,0,0,8,123,10,289,21,45000,10,10,0,9/23/2016,,Individual,,,,0,2,0,0,30,21055,51,0,1,6392,56,0,4,0,25,0,25,2.032997364,0,25,23,10,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88789847,128225616,167112084,138172578,FullyPaid1,25,6.99%,A2,Personal,36,0,FLAT,1,0,27.74253995,5/4/2019,Fully Paid,9/27/2016,9/22/2016,4/22/2019,0,0,0,185.24,,n/a,MORTGAGE,57169,Verified,9/8/2016,10/22/2016,9/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88789847,,debt_consolidation,Debt consolidation,431xx,OH,0,2,8720,50,31.9,19.73,0,0,10/7/1988,745,749,0,,,10,,2,3,8,0,24033,16069,47.10%,12800,26,f,0,0,6658.209586,6658.21,6000,658.21,0,0,0,4/4/2019,1276.93,,10/13/2019,749,745,18272,17,,0,0,0,0,0,,8,1,2,204732,164880,20610,6,1,2,100,0,0,0,6,167,5,335,2,34100,5,6,0,9/23/2016,,Individual,,,,1,1,0,1,23,7964,44,1,1,4080,46,1,2,1,25,0,25,2.742539949,0,25,23,4,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88870609,127749223,167112084,138149331,FullyPaid1,25,13.99%,C3,Personal,36,0,DOWN,1,0,27.07219365,5/23/2017,Fully Paid,9/27/2016,9/22/2016,5/24/2017,0,0,0,512.6,Regional Sales Manager,< 1 year,RENT,55000,Source Verified,9/14/2016,10/19/2016,9/19/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88870609,,debt_consolidation,Debt consolidation,057xx,VT,0,4,5413,50,73.7,20.53,1,0,12/10/1999,680,684,0,6,,14,6,7,0,7,0,21005,15288,72.50%,20600,10,f,0,0,16243.31617,16243.32,15000,1243.32,0,0,0,4/27/2017,13191.04,,6/16/2017,654,650,13765,7,,0,0,0,0,0,,7,1,7,34865,21005,3001,4,4,4,90,0,0,0,3,98,5,201,7,21100,5,5,0,9/23/2016,,Individual,,,,0,2,0,1,14,5717,42,1,3,7660,60,0,3,0,25,0,25,2.072193645,0,25,23,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88890003,127749223,167112084,138149332,FullyPaid1,25,6.99%,A2,Personal,36,0,DOWN,1,0,25.58474829,2/23/2017,Fully Paid,9/27/2016,9/22/2016,2/7/2017,0,0,0,555.71,Sports Anchor,10+ years,MORTGAGE,225000,Source Verified,9/13/2016,10/22/2016,9/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88890003,,debt_consolidation,Debt consolidation,080xx,NJ,0,3,47377,14.3,39.3,10.36,0,0,1/7/1995,700,704,0,48,,12,48,11,4,13,0,98008,73497,40.80%,78000,36,f,0,0,18421.01877,18421.02,18000,421.02,0,0,0,1/26/2017,16767.87,,10/13/2019,699,695,40515,21,48,0,0,0,0,0,48,13,1,11,533515,448179,37348,16,4,7,97.2,0,0,0,11,156,6,260,11,128000,6,10,0,9/23/2016,,Individual,,,,0,2,0,2,14,24511,61,1,1,15911,47,1,0,1,25,0,25,0.584748293,0,25,23,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88905066,127709459,167112084,138178967,FullyPaid1,25,7.99%,A4,Personal,36,0,DOWN,1,0,28.17635544,10/23/2019,Fully Paid,9/27/2016,9/22/2016,9/26/2019,0,0,0,1253.28,Plumber,10+ years,MORTGAGE,120000,Source Verified,9/13/2016,10/22/2016,9/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88905066,,home_improvement,Home improvement,396xx,MS,0,2,12970,0,29.1,24.91,0,0,1/12/1981,780,784,0,,,3,,27,0,12,0,146243,10485,30%,18300,31,f,0,0,45082.16871,45082.17,40000,5082.17,0,0,0,9/23/2019,1252.88,,9/16/2019,764,760,171963,14,,0,0,0,0,0,,12,2,3,206863,146243,13295,8,2,4,100,0,0,0,17,126,3,428,26,34900,3,7,0,9/23/2016,,Individual,,,,1,5,2,2,3,135758,79,0,0,3844,67,0,1,2,25,0,25,3.176355443,0,25,23,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88958686,128351256,167112083,138289131,Chargedoff1,25,24.99%,E4,Personal,36,20.37127899,DOWN,1,0,8.968216667,12/30/2017,Charged Off,9/28/2016,9/23/2016,11/30/2017,0,0,0,596.32,President,10+ years,MORTGAGE,45000,Verified,9/6/2016,10/21/2016,9/23/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88958686,,small_business,Business,937xx,CA,0,2,523,50,75.1,23.97,0,0,1/5/2004,675,679,0,31,,11,31,47,0,6,0,29070,10485,76.50%,2100,13,f,0,0,6156.33,6156.33,2777.23,2603.7,0,775.4,139.572,7/6/2017,631.19,,2/13/2019,559,555,19957,9,59,0,0,0,0,0,71,6,2,10,33657,29070,4845,4,2,2,84.6,0,0,0,4,127,4,152,28,13700,4,4,0,9/26/2016,,Individual,,,,0,1,2,2,10,18585,93,0,0,796,86,0,1,1,25,0,4.62872101,4.339495657,0,25,26,30,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88961360,127749223,167112084,138149335,FullyPaid1,25,9.49%,B2,Personal,36,0,UP,1,0,27.14708103,10/23/2017,Fully Paid,9/27/2016,9/22/2016,10/25/2017,0,0,0,480.43,Clergy - Children's Pastor,10+ years,MORTGAGE,96000,Not Verified,9/15/2016,10/16/2016,9/16/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88961360,,debt_consolidation,Debt consolidation,206xx,MD,0,5,9750,50,51.3,6.54,0,0,9/14/1991,675,679,0,32,,6,48,4,7,6,0,32725,10250,51.30%,20000,19,f,0,0,16288.24861,16261.1,15000,1288.25,0,0,0,9/28/2017,11019.34,,10/13/2019,749,745,23649,10,48,0,4,0,0,0,48,6,3,4,506306,472750,78792,8,2,2,63.2,0,0,0,2,28,2,300,4,20000,2,2,0,9/23/2016,,Individual,,,,3,1,1,1,5,22475,95,1,3,9130,75,1,0,2,25,0,25,2.147081034,0,25,23,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88986962,127749223,167112083,138149337,Chargedoff1,25,19.99%,D4,Personal,36,18.25388645,DOWN,1,0,11.22583067,4/4/2018,Charged Off,9/27/2016,9/22/2016,3/15/2018,0,0,0,1163.07,Owner,2 years,MORTGAGE,100000,Source Verified,9/2/2016,10/17/2016,9/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88986962,,small_business,Business,853xx,AZ,0,1,9086,0,10,0.3,0,0,12/2/2005,715,719,5,,,1,,69,1,7,0,1014,1014,4.90%,10100,19,f,0,0,17323.89,17282.38,8446.13,5608.61,0,3269.15,588.447,10/10/2017,1163.07,,4/12/2018,524,520,0,12,,0,0,0,0,0,,7,1,9,311355,289501,41357,7,1,3,100,0,0,0,6,90,1,129,27,20600,1,6,646,9/23/2016,,Individual,,,,0,0,0,0,26,0,,0,0,1014,5,0,0,5,25,0,6.74611355,4.479717121,0,25,23,4,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
89533164,127749223,167112084,138149340,FullyPaid1,25,12.79%,C1,Personal,36,0,DOWN,1,0,30.19797721,10/23/2019,Fully Paid,9/27/2016,9/22/2016,9/26/2019,0,0,0,201.56,,n/a,MORTGAGE,50837,Verified,9/14/2016,10/20/2016,9/20/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=89533164,,other,Other,945xx,CA,0,3,1688,50,65.6,11.86,1,0,6/7/1998,695,699,0,19,59,7,38,27,2,12,1,13559,3612,49.20%,5300,21,f,0,0,7247.514524,7247.51,6000,1247.51,0,0,0,9/23/2019,201.44,,9/16/2019,614,610,18786,16,,0,2,0,0,0,19,12,3,7,389005,314458,28587,7,4,4,80,1,0,0,1,42,4,219,7,6500,4,8,497,9/23/2016,,Individual,,,,0,1,0,0,42,9839,52,2,2,1323,52,0,0,2,25,0,25,5.197977206,0,25,23,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
89694205,127749223,167112084,138149342,FullyPaid1,25,21.49%,D5,Personal,36,0,UP,1,0,34.19379189,10/31/2019,Fully Paid,9/27/2016,9/22/2016,10/3/2019,0,0,0,200.07,,n/a,RENT,23000,Verified,9/8/2016,10/22/2016,9/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=89694205,,other,Other,104xx,NY,0,7,1845,50,38.5,9.08,0,0,3/7/2005,675,679,1,,,3,,3,0,7,0,3519,3519,40.90%,3000,9,f,0,0,7214.890088,7214.89,5275,1939.89,0,0,0,9/30/2019,199.85,,10/13/2019,699,695,0,7,,0,0,0,0,0,,7,2,3,8600,3519,503,2,2,2,100,0,0,0,2,138,7,22,3,8600,7,7,0,9/23/2016,,Individual,,,,1,0,0,0,138,0,,2,7,879,41,0,0,1,25,0,25,9.193791889,0,25,23,31,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
89775963,127749223,167112083,138149345,Chargedoff1,25,19.99%,D4,Personal,36,23.44489632,DOWN,1,0,3.445292857,6/23/2017,Charged Off,9/27/2016,9/22/2016,5/31/2017,0,0,0,1300.55,Driver,8 years,MORTGAGE,80000,Verified,9/11/2016,10/22/2016,9/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=89775963,,debt_consolidation,Debt consolidation,302xx,GA,0,6,1664,75,82.3,20.69,0,0,4/10/1989,685,689,0,,98,12,,39,1,10,1,45809,7880,60.20%,9400,17,f,0,0,11399.85,11399.85,2177.15,2646.26,0,6576.44,1183.7592,3/30/2017,500,,2/5/2019,664,660,48970,10,,1,0,0,0,0,,10,2,10,151670,134209,13421,6,4,4,100,0,0,0,6,73,5,329,10,13100,5,6,0,9/23/2016,,Individual,,,,0,3,0,3,17,37929,67,1,2,2727,63,1,0,1,25,0,1.555103676,1.890189181,0,25,23,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
